"","X","Y","Potter","Weasley","Granger","Trip","Close","Far"
"49",64.4583108792245,50.2666011175466,1,0,0,1,0,14
"50",64.8833148858548,50.8861350935675,1,0,0,1,0,8
"51",66.7286796264983,50.2632435136621,1,0,0,1,0,3
"52",68.3748464017784,51.0197958658584,1,0,0,1,0,7
"53",69.5773189478901,50.1574390928378,1,0,0,1,4,16
"54",70.6080348213071,51.8388736890348,1,0,0,1,1,12
"55",72.0518228322808,50.4005565648952,1,0,0,1,3,29
"56",71.4879584004289,50.8310964663226,1,0,0,1,2,22
"57",72.6724764830984,49.063719677704,1,0,0,1,4,26
"58",72.4081842364309,49.2331049436971,1,0,0,1,5,25
"59",70.5900995550565,48.8571975174341,1,0,0,1,10,23
"60",71.5918228548937,50.6894609541925,1,0,0,1,3,23
"61",72.198045137741,51.0289911029948,1,0,0,1,5,24
"62",70.9243379807977,50.8716438621571,1,0,0,1,2,20
"63",72.0727063213842,51.2981977619713,1,0,0,1,3,20
"64",71.1939191397022,51.4531465785086,1,0,0,1,1,18
"65",72.3756650161188,50.6665873824756,1,0,0,1,5,26
"66",71.6825701709329,50.1361051310383,1,0,0,1,3,28
"67",72.1768664604303,51.179618481878,1,0,0,1,3,23
"68",72.5343466353244,50.9330278510365,1,0,0,1,5,24
"69",71.6126326855879,50.8306090340163,1,0,0,1,3,23
"70",70.9700962682275,52.8083917064827,1,0,0,1,0,9
"71",70.2261461629632,52.8338496053531,1,0,0,1,0,6
"72",71.4661671850646,52.2227546116423,1,0,0,1,1,15
"73",71.6045036681688,53.7854023630186,1,0,0,1,2,6
"74",72.0656080356361,53.5639244298954,1,0,0,1,2,13
"75",71.7418550858268,54.7470845676373,1,0,0,1,1,5
"76",71.1413562770666,53.2614935089491,1,0,0,1,0,6
"77",71.0965780214913,55.06371554125,1,0,0,1,0,3
"78",70.3673796089823,53.1801770014184,1,0,0,1,0,5
"79",69.2369141759354,54.5942128358616,1,0,0,1,0,0
"80",70.9374271933866,56.5719990047459,1,0,0,1,0,0
"81",70.9251147771879,56.2806366234296,1,0,0,1,0,1
"82",68.9804258777418,57.3119730048033,1,0,0,1,1,4
"83",69.4187272646033,58.3744160961911,1,0,0,1,2,6
"84",68.4599786077476,59.4295264331896,1,0,0,1,2,14
"85",68.3312371545618,59.0484545182057,1,0,0,1,2,15
"86",68.7021903786244,58.7631950047435,1,0,0,1,2,12
"87",68.8663209936939,60.2728571123659,1,0,0,1,2,17
"88",68.7057862492973,59.7137272474646,1,0,0,1,2,13
"89",67.9444886634809,59.4947239203276,1,0,0,1,3,15
"90",67.635695970057,59.9148794499502,1,0,0,1,4,20
"91",67.72396159733,60.5080881162811,1,0,0,1,8,20
"92",67.6235926168102,60.5440859386255,1,0,0,1,8,19
"93",69.5367364573275,61.393694627295,1,0,0,1,2,19
"94",70.1718242617851,60.3462735774162,1,0,0,1,1,12
"95",71.4651096511943,61.356717676409,1,0,0,1,4,22
"96",70.5433405455846,61.0144650761932,1,0,0,1,3,15
"97",70.9562084186225,61.4312405839071,1,0,0,1,4,17
"98",69.9636113680304,61.205863435999,1,0,0,1,3,15
"99",68.4206361665142,61.3587949815188,1,0,0,1,2,21
"100",69.8892442758864,60.4513649146122,1,0,0,1,0,16
"101",69.5768149530287,61.8802343522927,1,0,0,1,2,18
"102",69.5067958564141,63.1977896737525,1,0,0,1,1,14
"103",68.0494216434284,63.8741088140052,1,0,0,1,3,8
"104",69.7677838184557,61.8646395429268,1,0,0,1,2,16
"105",68.6291377197839,60.9810485701873,1,0,0,1,2,22
"106",67.0768045606216,60.3439888905518,1,0,0,1,7,22
"107",66.6877193326728,61.0087200176989,1,0,0,1,7,21
"108",66.0018269694049,59.0599431878876,1,0,0,1,3,13
"109",66.6164519855764,61.1940643539905,1,0,0,1,7,22
"110",66.2258441324155,60.4471698568346,1,0,0,1,3,19
"111",64.0929879473942,59.8648917193267,1,0,0,1,1,4
"112",64.6708843685194,60.6268185955259,1,0,0,1,1,10
"113",64.8444220617445,60.6778122183291,1,0,0,1,1,10
"114",64.8882563111815,62.5562116596932,1,0,0,1,1,7
"115",64.7802758552075,61.464271470977,1,0,0,1,1,9
"116",64.698424150263,60.446369041163,1,0,0,1,1,10
"117",64.1181844300407,61.4558272490164,1,0,0,1,0,5
"118",64.200796179272,60.0907098451997,1,0,0,1,1,5
"119",63.3332863732406,60.1819581465746,1,0,0,1,0,1
"120",63.1535433293132,60.6955161198967,1,0,0,1,0,1
"121",62.9486822391763,60.3341334548519,1,0,0,1,0,1
"122",63.8876602118381,61.6067964187152,1,0,0,1,0,5
"123",64.2298873149431,63.6290802232376,1,0,0,1,0,2
"124",66.3528020619907,62.8427376285428,1,0,0,1,3,15
"125",67.4847424322134,61.3158656923518,1,0,0,1,6,21
"126",67.6362942202551,61.4798759123012,1,0,0,1,5,21
"127",66.8235877925277,60.509515317633,1,0,0,1,5,21
"128",64.366012258492,60.4783327572122,1,0,0,1,1,7
"129",64.5758757153165,59.4401401233691,1,0,0,1,1,5
"130",62.2015055314719,59.9255065770083,1,0,0,1,0,2
"131",62.5966745693253,60.5861474835713,1,0,0,1,0,2
"132",61.3254195960615,60.2236824893231,1,0,0,1,0,2
"133",60.7825582892072,61.3326412647437,1,0,0,1,0,3
"134",60.1824428853339,60.2184579270638,1,0,0,1,1,7
"135",59.4120051879103,61.3270456453517,1,0,0,1,1,8
"136",57.3899355997518,60.7821088847748,1,0,0,1,4,19
"137",55.1868443030409,61.8573368898593,1,0,0,1,3,24
"138",55.016633334857,61.7322556271632,1,0,0,1,4,24
"139",56.3673392704817,61.2007263223292,1,0,0,1,4,24
"140",57.9235777814222,58.9240051457617,1,0,0,1,7,36
"141",58.7332756678065,57.1893902371806,1,0,0,1,11,37
"142",57.1872846828974,56.0748175411552,1,0,0,1,4,36
"143",58.0920200478955,55.5460224531044,1,0,0,1,6,29
"144",55.9486129289342,56.3078698849076,1,0,0,1,3,31
"145",56.522013123232,56.1543019898762,1,0,0,1,3,34
"146",57.5672195451315,56.8308763131748,1,0,0,1,6,41
"147",56.3269164028906,57.958137305163,1,0,0,1,9,35
"148",55.9050035291368,57.619597312511,1,0,0,1,8,33
"149",57.3657854895073,56.9020575234212,1,0,0,1,9,40
"150",56.6755768281393,58.3535778573697,1,0,0,1,7,37
"151",57.062917329559,58.3730558594544,1,0,0,1,9,39
"152",57.6335801887001,58.2397895935525,1,0,0,1,11,41
"153",59.1031729512144,57.7793959318871,1,0,0,1,8,32
"154",59.9225563867477,57.8379343910965,1,0,0,1,6,28
"155",58.6527572575894,58.9856292236818,1,0,0,1,4,33
"156",56.588678246159,59.5788162876663,1,0,0,1,6,39
"157",55.9483467351601,60.253158692654,1,0,0,1,4,32
"158",56.0122057672017,58.2579051286992,1,0,0,1,8,38
"159",55.9194307651247,59.04511318091,1,0,0,1,6,38
"160",55.4051281700998,59.5390747617554,1,0,0,1,6,34
"161",56.7005357361168,59.0246964842828,1,0,0,1,5,37
"162",57.0991337021397,57.9736561648575,1,0,0,1,10,40
"163",57.3472350136094,59.969712849184,1,0,0,1,4,30
"164",58.0738231090824,60.8370453968628,1,0,0,1,3,14
"165",3.22682424740819,3.75174141755135,1,0,0,2,0,0
"166",6.70958262553531,7.68075381984292,1,0,0,2,0,0
"167",9.69632786797373,8.4924751640439,1,0,0,2,0,0
"168",10.9629655867236,11.1223400257037,1,0,0,2,0,0
"169",11.5006994241661,13.0767268288317,1,0,0,2,0,0
"170",13.9815012831449,15.1026144638668,1,0,0,2,0,0
"171",18.3389504642179,17.8091897566486,1,0,0,2,0,0
"172",21.4670184211513,19.6940263343567,1,0,0,2,0,0
"173",23.0854835884501,22.058470082131,1,0,0,2,0,0
"174",25.2687009701317,23.2941619680862,1,0,0,2,0,0
"175",25.991983425149,24.7607914555127,1,0,0,2,0,0
"176",26.7586185826079,27.9186326081872,1,0,0,2,0,0
"177",28.5247013865428,30.2393294479544,1,0,0,2,0,0
"178",30.5316813258999,31.5346934323751,1,0,0,2,0,1
"179",31.8978239187759,33.5685030075142,1,0,0,2,0,0
"180",32.2224522474213,35.1628864548898,1,0,0,2,0,0
"181",33.342984590194,38.3662132340815,1,0,0,2,0,0
"182",32.7051842064354,39.7654388629938,1,0,0,2,0,0
"183",33.1113813545054,38.6837035539507,1,0,0,2,0,0
"184",33.7869209324617,40.4224268461306,1,0,0,2,0,0
"185",35.0419437854238,41.6451258798575,1,0,0,2,0,0
"186",37.4891345999175,43.0055224645065,1,0,0,2,0,0
"187",37.9693654770931,43.1661198918334,1,0,0,2,0,0
"188",40.3103475515529,44.7558037801863,1,0,0,2,0,0
"189",41.0160348877492,44.5409916511124,1,0,0,2,0,0
"190",41.8803984740914,44.271359090036,1,0,0,2,0,0
"191",42.4186729372173,45.2134296121011,1,0,0,2,0,0
"192",43.0347227124566,45.0014500302666,1,0,0,2,0,0
"193",42.3728159859886,44.9404873763172,1,0,0,2,0,0
"194",43.6703041710303,44.4682213718786,1,0,0,2,0,0
"195",46.3680811901183,44.1219579944962,1,0,0,2,0,0
"196",46.9843149632458,45.0611182806863,1,0,0,2,0,0
"197",47.4968891348351,45.4072211111801,1,0,0,2,0,0
"198",46.5728024152778,47.3076608890116,1,0,0,2,0,1
"199",48.6774433639137,47.7338378813512,1,0,0,2,0,0
"200",47.9371787076269,48.1127848771093,1,0,0,2,0,1
"201",47.8337219148667,48.6722095609565,1,0,0,2,0,3
"202",47.2938139292195,49.2791708448262,1,0,0,2,1,12
"203",47.7259465577359,50.9449383400979,1,0,0,2,4,27
"204",49.6163900863337,51.6054331718128,1,0,0,2,6,29
"205",50.6043118014908,52.1497460240527,1,0,0,2,2,25
"206",51.3651165375134,52.9378117987209,1,0,0,2,3,32
"207",51.8018940162922,53.969531961495,1,0,0,2,3,37
"208",52.7342985485528,53.2203540390002,1,0,0,2,2,20
"209",53.6554374151156,52.6545085013699,1,0,0,2,0,10
"210",54.255321245076,53.1685435431747,1,0,0,2,1,12
"211",53.6219655908083,53.6571384256556,1,0,0,2,3,16
"212",53.9767728895881,54.0202905496497,1,0,0,2,2,15
"213",53.9281955902309,54.8262385644758,1,0,0,2,5,17
"214",54.9282567075244,54.5188520808404,1,0,0,2,3,17
"215",55.1130864655644,55.7550294941649,1,0,0,2,2,21
"216",55.4669944000967,58.1441441459738,1,0,0,2,7,32
"217",56.1699372432264,57.3395916521039,1,0,0,2,7,35
"218",56.2939582367368,57.1819205366197,1,0,0,2,6,36
"219",58.3633085898266,57.8571778853904,1,0,0,2,10,40
"220",59.3013341738879,59.0556376692427,1,0,0,2,1,28
"221",59.0002422140943,59.9829658085634,1,0,0,2,3,22
"222",59.109153801839,59.1620675892168,1,0,0,2,2,31
"223",60.3339692816786,57.3780614670144,1,0,0,2,2,21
"224",60.0919300989116,57.041591324044,1,0,0,2,6,24
"225",60.1154479235094,56.9085747065751,1,0,0,2,6,24
"226",59.3969956546016,55.8700387821156,1,0,0,2,5,28
"227",58.4324626675513,55.9065645988187,1,0,0,2,6,31
"228",59.4745168900967,55.2276823834954,1,0,0,2,2,26
"229",59.3660501924795,54.6867454418563,1,0,0,2,0,22
"230",59.4031459724655,56.0736257556872,1,0,0,2,6,27
"231",61.066432853672,56.4238797122185,1,0,0,2,1,15
"232",61.1175483599012,56.1798308589182,1,0,0,2,1,14
"233",60.044944548001,57.9940724624014,1,0,0,2,4,26
"234",61.1783298417898,58.3994856677392,1,0,0,2,1,12
"235",61.4786423711824,59.9009279736394,1,0,0,2,0,2
"236",61.5632253965946,61.1292996811823,1,0,0,2,0,2
"237",60.5724895539874,60.9014579402301,1,0,0,2,0,4
"238",61.7025631661985,59.3998495577103,1,0,0,2,0,3
"239",59.6806533012882,58.3443687417202,1,0,0,2,6,27
"240",60.0588103059213,61.3035663396925,1,0,0,2,0,5
"241",59.9312271416302,62.0380941127333,1,0,0,2,0,3
"242",59.5973869777879,63.0305430750304,1,0,0,2,0,1
"243",59.5884996591565,63.485510120986,1,0,0,2,0,0
"244",59.2970864329169,63.6818010526097,1,0,0,2,0,0
"245",60.2639497994818,64.7046544928236,1,0,0,2,0,0
"246",60.0678585089158,64.5957762743577,1,0,0,2,0,0
"247",60.3853905025858,63.126815468034,1,0,0,2,0,0
"248",59.6839995240736,62.1564194913585,1,0,0,2,0,4
"249",58.8812644772748,62.4886504754656,1,0,0,2,0,5
"250",59.4642370460537,61.1839838505938,1,0,0,2,1,9
"251",58.6072745006281,61.5512994115255,1,0,0,2,2,7
"252",58.0055291057483,63.6095681823168,1,0,0,2,0,3
"253",58.6514067852333,63.5472848285199,1,0,0,2,0,2
"254",59.9872452258693,62.5639593497244,1,0,0,2,0,1
"255",60.0121638802137,62.3386485710305,1,0,0,2,0,2
"256",60.1590444625622,62.665237464329,1,0,0,2,0,1
"257",61.263603525242,63.2488780434372,1,0,0,2,0,0
"258",61.3467083294052,63.7039964214023,1,0,0,2,0,0
"259",60.9136596822844,63.8638327141652,1,0,0,2,0,0
"260",62.837883919529,64.6548521051816,1,0,0,2,0,0
"261",63.5124002277942,65.4649059163018,1,0,0,2,0,0
"262",63.9193757815013,65.4780536257168,1,0,0,2,0,0
"263",63.4098212302748,65.53981925808,1,0,0,2,0,0
"264",64.1744635751053,63.6864644640179,1,0,0,2,0,2
"265",64.4364970296645,64.2007280102591,1,0,0,2,0,2
"266",64.1991796611616,63.9560812911184,1,0,0,2,0,2
"267",64.4028817319417,61.9270042625356,1,0,0,2,0,7
"268",61.614203755609,61.5886759402162,1,0,0,2,0,1
"269",60.7645342868047,61.4583700694994,1,0,0,2,0,2
"270",60.7501352285246,59.481362278188,1,0,0,2,2,10
"271",60.150916733668,58.9950462856108,1,0,0,2,2,18
"272",61.5149529096086,60.3039622689565,1,0,0,2,0,2
"273",62.3582060385142,60.9821098262525,1,0,0,2,0,1
"274",62.68910303267,61.5264018972419,1,0,0,2,0,0
"275",61.5079337583175,61.4488064090046,1,0,0,2,0,1
"276",60.0013890969439,62.4088725004815,1,0,0,2,0,2
"277",60.1131162189204,62.236695098027,1,0,0,2,0,2
"278",60.77913513384,62.7654193389282,1,0,0,2,0,0
"279",60.1180223365122,63.5411774002558,1,0,0,2,0,0
"280",59.7234159474036,64.3872566760768,1,0,0,2,0,0
"281",60.9003646697865,65.7364024564834,1,0,0,2,0,1
"282",60.541644898021,65.7995240014837,1,0,0,2,0,1
"283",61.4312130618047,67.4574257419062,1,0,0,2,1,6
"284",62.2149377531284,67.4543835877597,1,0,0,2,0,5
"285",61.216395112474,67.7137004178131,1,0,0,2,1,7
"286",62.008369076085,67.4313031544826,1,0,0,2,0,5
"287",62.4589277152186,66.0668772476726,1,0,0,2,0,1
"288",60.5865717836708,68.1603679609276,1,0,0,2,2,9
"289",62.1747060326494,66.535123132533,1,0,0,2,0,2
"290",61.7772156374744,67.0977257814184,1,0,0,2,0,4
"291",61.0381187900872,65.8476320856163,1,0,0,2,0,1
"292",61.8248428179944,64.8817883357925,1,0,0,2,0,0
"293",62.135504237714,64.8574516852639,1,0,0,2,0,0
"294",61.6242567131537,62.6639672148288,1,0,0,2,0,0
"295",62.7580799377432,64.4047463741089,1,0,0,2,0,0
"296",62.199476853181,64.3866579595515,1,0,0,2,0,0
"297",61.7927182057916,64.6517320499629,1,0,0,2,0,0
"298",62.1604859366563,65.3139884520835,1,0,0,2,0,0
"299",62.8471416814284,66.5322580681515,1,0,0,2,0,2
"300",64.5749885738385,65.6258624669077,1,0,0,2,0,0
"301",65.4110554934502,66.0134652469537,1,0,0,2,0,0
"302",66.1854552493106,65.6012772862187,1,0,0,2,0,1
"303",65.4653586139208,65.6784387365023,1,0,0,2,0,1
"304",67.5534709843088,65.7086915208249,1,0,0,2,0,0
"305",67.3582343520962,66.9861426415514,1,0,0,2,0,0
"306",65.270366169328,68.1414558805508,1,0,0,2,0,0
"307",65.6933321837096,68.4624885005884,1,0,0,2,0,0
"308",64.655508624564,68.7409712902414,1,0,0,2,0,2
"309",65.2380098011924,67.0639268501638,1,0,0,2,0,0
"310",65.0973236027268,65.6401597808953,1,0,0,2,0,1
"311",64.4250955501476,65.1290541551718,1,0,0,2,0,1
"312",63.4822110437178,65.095253947409,1,0,0,2,0,0
"313",62.7954988370543,65.8977710909392,1,0,0,2,0,0
"314",62.2398336805819,64.7633444668489,1,0,0,2,0,0
"315",62.5076480073596,64.1451868269654,1,0,0,2,0,0
"316",62.125912985024,65.3085417602288,1,0,0,2,0,0
"317",62.994800991533,64.2093882724707,1,0,0,2,0,0
"318",62.9142378084831,62.3979791165556,1,0,0,2,0,0
"319",63.013808480315,64.3354147045832,1,0,0,2,0,0
"320",62.705690692384,64.4309220324983,1,0,0,2,0,0
"321",61.1826281819173,64.0265039624405,1,0,0,2,0,0
"322",60.4336604206642,64.771620369813,1,0,0,2,0,0
"323",61.0174704764741,64.8839696837779,1,0,0,2,0,0
"324",61.6053582639742,66.2501733572877,1,0,0,2,0,1
"325",62.7868064965835,65.3786023397839,1,0,0,2,0,0
"326",63.8221220951201,65.9974431140734,1,0,0,2,0,0
"327",64.457149993897,65.8299579965749,1,0,0,2,0,0
"328",64.2175397726141,64.7597488886727,1,0,0,2,0,1
"329",65.4110066736675,64.4012372043179,1,0,0,2,0,2
"330",66.2364960479356,63.8033689980084,1,0,0,2,1,10
"331",67.0793974601315,63.4171680562222,1,0,0,2,4,11
"332",67.5647002518495,65.2728747493285,1,0,0,2,0,4
"333",2.34554600176796,4.76976320767593,1,0,0,3,0,0
"334",4.38560723773214,6.60037144396362,1,0,0,3,0,0
"335",5.72859108864311,8.57665357806702,1,0,0,3,0,0
"336",5.60333102170347,10.0222217255975,1,0,0,3,0,0
"337",8.36351509621464,11.8579002913878,1,0,0,3,0,0
"338",11.2866630737391,14.5875160237058,1,0,0,3,0,0
"339",14.4848421667996,15.7353118002309,1,0,0,3,0,0
"340",15.7926361896644,16.8924420342836,1,0,0,3,0,0
"341",17.3867384463478,17.5894804729183,1,0,0,3,0,0
"342",18.5640185546365,20.1696795728178,1,0,0,3,0,0
"343",18.9529727755239,23.3368907592382,1,0,0,3,0,0
"344",20.9649097964528,27.1107632213264,1,0,0,3,0,0
"345",22.7198744597112,28.4791288840235,1,0,0,3,0,0
"346",24.343156340419,29.8383450414854,1,0,0,3,0,0
"347",25.3394704366585,34.3846514569808,1,0,0,3,0,0
"348",26.5590482243451,36.2610884084119,1,0,0,3,0,0
"349",27.7844193182176,37.2243441390721,1,0,0,3,0,0
"350",29.1851864417869,40.2604788259153,1,0,0,3,0,0
"351",28.8121401313008,41.1193534314918,1,0,0,3,0,0
"352",29.1779785778048,42.6849987479889,1,0,0,3,0,0
"353",27.6701465575575,45.7794023094686,1,0,0,3,0,0
"354",28.9019644870102,45.6753381970564,1,0,0,3,0,0
"355",30.4446301174022,45.1422993646771,1,0,0,3,0,0
"356",32.2791636163001,46.60010305466,1,0,0,3,0,0
"357",33.2616941246433,46.4783420674127,1,0,0,3,0,0
"358",35.5547741130217,48.4354806201872,1,0,0,3,0,0
"359",37.2042868893129,48.7387945170851,1,0,0,3,0,0
"360",37.9167598488586,49.0324867315795,1,0,0,3,0,0
"361",38.4849260809981,48.8462343283194,1,0,0,3,0,0
"362",37.5818990643565,49.2725374157874,1,0,0,3,0,0
"363",40.7429157778797,50.1937563656053,1,0,0,3,0,3
"364",41.7365095566564,51.3404537364464,1,0,0,3,1,15
"365",39.335197106773,52.7296020568669,1,0,0,3,2,19
"366",39.6815339631973,53.2000742992361,1,0,0,3,4,20
"367",39.7874167333595,53.8075039411169,1,0,0,3,7,24
"368",40.5239725375275,56.1945471382128,1,0,0,3,7,35
"369",42.6045687802004,55.5874952276174,1,0,0,3,9,33
"370",43.191989116584,55.0855302696144,1,0,0,3,6,37
"371",45.2094760752172,56.2321600700718,1,0,0,3,2,17
"372",44.4500476687761,56.8218602479163,1,0,0,3,1,14
"373",44.9933109414414,58.2663068802421,1,0,0,3,0,5
"374",44.3260386032568,57.8107080276653,1,0,0,3,1,12
"375",45.9423967585972,58.9254066283332,1,0,0,3,0,2
"376",45.9180085873844,61.0827656212079,1,0,0,3,0,0
"377",44.1588058398092,62.4297525610876,1,0,0,3,0,0
"378",45.8503175241662,62.5139801203628,1,0,0,3,0,0
"379",44.713945873336,61.2573738476662,1,0,0,3,0,0
"380",46.1770627590447,60.8570240870489,1,0,0,3,0,0
"381",46.3205005439642,61.4140576917643,1,0,0,3,0,0
"382",46.8847168674402,61.5432685657888,1,0,0,3,0,0
"383",47.1151294016011,60.9035498811292,1,0,0,3,0,1
"384",45.7306889775597,61.8848095812248,1,0,0,3,0,0
"385",46.1878319461218,62.5466371587563,1,0,0,3,0,0
"386",47.4720620625573,63.3984970529722,1,0,0,3,0,1
"387",47.1543185211002,63.3151527772221,1,0,0,3,0,0
"388",46.1806579057621,63.5108007772225,1,0,0,3,0,0
"389",47.0968027164175,64.31799764406,1,0,0,3,0,0
"390",48.7589772784521,64.6888851605362,1,0,0,3,0,8
"391",51.052827668147,63.1037104281017,1,0,0,3,2,26
"392",52.6688818078013,63.0075422929191,1,0,0,3,4,21
"393",55.4547377844165,62.2209960491789,1,0,0,3,4,20
"394",55.2130487950554,62.1464808517836,1,0,0,3,4,24
"395",55.559689985443,61.9885316521297,1,0,0,3,3,23
"396",55.12115266258,62.3066102972801,1,0,0,3,4,22
"397",56.8194317880231,62.9361005072658,1,0,0,3,0,8
"398",56.839683511643,63.5488869411974,1,0,0,3,0,7
"399",56.10313193678,63.1458896698515,1,0,0,3,0,9
"400",56.8308084902838,63.9822753854062,1,0,0,3,0,5
"401",57.224609455957,64.5691183432422,1,0,0,3,0,2
"402",57.4046292932078,64.4788937595872,1,0,0,3,0,2
"403",55.6914470573418,64.3866257120199,1,0,0,3,2,4
"404",55.62051874855,64.1035612674067,1,0,0,3,0,6
"405",54.511996466309,64.5971058423103,1,0,0,3,1,9
"406",54.5972740394085,61.3027175740412,1,0,0,3,8,26
"407",54.7938594188364,62.3743868484454,1,0,0,3,3,22
"408",55.9756948926095,62.6267889280054,1,0,0,3,0,13
"409",57.5850772283649,63.9739778459637,1,0,0,3,0,2
"410",57.9063420809351,64.5385364040063,1,0,0,3,0,1
"411",56.8676691010765,64.1172191938913,1,0,0,3,0,2
"412",58.5912141116373,62.5291660486066,1,0,0,3,0,5
"413",58.5041967635635,62.1704912868142,1,0,0,3,0,5
"414",57.5700615995407,61.7985632622078,1,0,0,3,3,12
"415",56.8679500081321,60.7120392658939,1,0,0,3,4,22
"416",57.6378269563783,59.2979287037973,1,0,0,3,6,36
"417",56.1238096876408,59.1926212771271,1,0,0,3,5,37
"418",55.018749140426,59.6517268917763,1,0,0,3,6,35
"419",53.8498695624671,59.3350899587871,1,0,0,3,5,33
"420",54.9224918633336,59.990709271058,1,0,0,3,6,31
"421",55.9906000641727,59.2652088069546,1,0,0,3,5,40
"422",55.4754605676221,58.4849337082055,1,0,0,3,4,34
"423",54.3704671236276,58.3263080203714,1,0,0,3,2,33
"424",55.138431185615,57.8007359109294,1,0,0,3,5,26
"425",55.7369561646456,56.5380123359499,1,0,0,3,3,29
"426",56.5931972486055,56.6944479860107,1,0,0,3,4,32
"427",56.1070615946975,56.0861171325538,1,0,0,3,3,31
"428",57.2356883397223,55.3307807903996,1,0,0,3,5,22
"429",57.2967310066088,54.9027093699533,1,0,0,3,4,19
"430",55.456208957904,54.67860354022,1,0,0,3,1,18
"431",55.8798477849306,55.0592856103531,1,0,0,3,1,21
"432",54.1929865599664,54.1074738484366,1,0,0,3,3,15
"433",54.8834085776387,55.1811910452448,1,0,0,3,2,19
"434",56.2648612174066,56.1494640725873,1,0,0,3,4,32
"435",58.6214419537355,57.3359155222557,1,0,0,3,11,38
"436",57.328208694789,55.9547051348787,1,0,0,3,5,35
"437",59.3985946837027,55.2811495840619,1,0,0,3,2,27
"438",57.4725535219412,56.1838008436473,1,0,0,3,5,36
"439",57.2002365369711,57.2434602713245,1,0,0,3,6,43
"440",57.3855425635956,56.7765979823233,1,0,0,3,6,41
"441",57.3430628574123,56.2057178979474,1,0,0,3,5,38
"442",57.3128697415008,56.7249669195709,1,0,0,3,4,41
"443",57.751543449468,56.6217618325628,1,0,0,3,6,40
"444",58.5358403414435,55.0698316448209,1,0,0,3,4,24
"445",56.8339345144564,55.955046339358,1,0,0,3,2,31
"446",56.513952754175,57.2873153662768,1,0,0,3,7,35
"447",55.4218594990004,57.235202634796,1,0,0,3,5,26
"448",56.0684022315399,56.7006461118209,1,0,0,3,5,33
"449",57.3685964451519,56.5423446796363,1,0,0,3,4,40
"450",57.0177817645913,57.4893237539345,1,0,0,3,8,41
"451",57.0576486346213,57.5952337429492,1,0,0,3,8,43
"452",57.1301701229831,60.2080986704594,1,0,0,3,4,29
